,file,y_true,y_pred,confidence,true_label,predicted_label,status
0,asphodelus/Asp.A.ramX400wF(1984)(0)A-10.png,0,0,1.0,asphodelus,asphodelus,Correct
1,asphodelus/Asp.A.ramX400wF(1985)(0)B-2.png,0,0,0.9999995,asphodelus,asphodelus,Correct
2,asphodelus/Asp.A.ramX400wF(1987)(0)D-1.png,0,0,0.9999963,asphodelus,asphodelus,Correct
3,asphodelus/Asp.A.ramX400wF(1990)(0)G-2.png,0,0,0.99999964,asphodelus,asphodelus,Correct
4,calicotome/Fab.C.vilX400wF(2016)(0)A-18.png,1,1,0.9997962,calicotome,calicotome,Correct
5,calicotome/Fab.C.vilX400wF(2016)(0)A-8.png,1,1,0.9999962,calicotome,calicotome,Correct
6,calicotome/Fab.C.vilX400wF(2017)(0)B-19.png,1,1,0.99927825,calicotome,calicotome,Correct
8,calicotome/Fab.C.vilX400wF(2017)(0)B-21.png,1,1,0.90416795,calicotome,calicotome,Correct
9,calicotome/Fab.C.vilX400wF(2017)(0)B-5.png,1,1,0.9998055,calicotome,calicotome,Correct
10,calicotome/Fab.C.vilX400wF(2018)(0)C-17.png,1,1,0.9999883,calicotome,calicotome,Correct
11,calicotome/Fab.C.vilX400wF(2019)(0)D-101.png,1,1,1.0,calicotome,calicotome,Correct
12,calicotome/Fab.C.vilX400wF(2019)(0)D-120.png,1,1,0.99993455,calicotome,calicotome,Correct
13,calicotome/Fab.C.vilX400wF(2019)(0)D-15.png,1,1,0.99996996,calicotome,calicotome,Correct
14,calicotome/Fab.C.vilX400wF(2019)(0)D-17.png,1,1,0.9805742,calicotome,calicotome,Correct
15,calicotome/Fab.C.vilX400wF(2019)(0)D-24.png,1,1,1.0,calicotome,calicotome,Correct
16,calicotome/Fab.C.vilX400wF(2019)(0)D-34.png,1,1,0.99999654,calicotome,calicotome,Correct
17,calicotome/Fab.C.vilX400wF(2019)(0)D-42.png,1,1,0.9999995,calicotome,calicotome,Correct
18,calicotome/Fab.C.vilX400wF(2019)(0)D-43.png,1,1,0.72253704,calicotome,calicotome,Correct
19,calicotome/Fab.C.vilX400wF(2019)(0)D-50.png,1,1,0.9999993,calicotome,calicotome,Correct
20,calicotome/Fab.C.vilX400wF(2019)(0)D-53.png,1,1,0.99999964,calicotome,calicotome,Correct
21,calicotome/Fab.C.vilX400wF(2019)(0)D-54.png,1,1,0.9999993,calicotome,calicotome,Correct
22,calicotome/Fab.C.vilX400wF(2019)(0)D-99.png,1,1,0.99999917,calicotome,calicotome,Correct
23,calicotome/Fab.C.vilX400wF(2020)(0)E-112.png,1,1,0.99997807,calicotome,calicotome,Correct
24,calicotome/Fab.C.vilX400wF(2020)(0)E-113.png,1,1,0.89995146,calicotome,calicotome,Correct
25,calicotome/Fab.C.vilX400wF(2020)(0)E-19.png,1,1,0.99999964,calicotome,calicotome,Correct
26,calicotome/Fab.C.vilX400wF(2020)(0)E-34.png,1,1,0.99999785,calicotome,calicotome,Correct
27,calicotome/Fab.C.vilX400wF(2020)(0)E-43.png,1,1,1.0,calicotome,calicotome,Correct
28,calicotome/Fab.C.vilX400wF(2020)(0)E-58.png,1,1,0.99999905,calicotome,calicotome,Correct
29,calicotome/Fab.C.vilX400wF(2020)(0)E-63.png,1,1,1.0,calicotome,calicotome,Correct
30,calicotome/Fab.C.vilX400wF(2020)(0)E-68.png,1,1,0.99999917,calicotome,calicotome,Correct
31,calicotome/Fab.C.vilX400wF(2020)(0)E-75.png,1,1,0.9287795,calicotome,calicotome,Correct
32,calicotome/Fab.C.vilX400wF(2020)(0)E-76.png,1,1,1.0,calicotome,calicotome,Correct
33,calicotome/Fab.C.vilX400wF(2020)(0)E-85.png,1,1,1.0,calicotome,calicotome,Correct
34,castanea/Fag.C.satX400wF(781)(0)A-2.png,2,2,0.99998343,castanea,castanea,Correct
35,castanea/Fag.C.satX400wF(781)(0)A-22.png,2,2,0.99998116,castanea,castanea,Correct
36,castanea/Fag.C.satX400wF(781)(0)A-23.png,2,2,0.99996567,castanea,castanea,Correct
37,castanea/Fag.C.satX400wF(781)(0)A-31.png,2,2,0.9997608,castanea,castanea,Correct
38,castanea/Fag.C.satX400wF(781)(0)A-33.png,2,2,0.99994147,castanea,castanea,Correct
39,castanea/Fag.C.satX400wF(781)(0)A-7.png,2,2,0.9872885,castanea,castanea,Correct
40,castanea/Fag.C.satX400wF(781)(0)A-8.png,2,2,0.99952793,castanea,castanea,Correct
41,castanea/Fag.C.satX400wF(782)(0)B-5.png,2,2,0.999987,castanea,castanea,Correct
42,castanea/Fag.C.satX400wF(782)(0)B-7.png,2,2,0.9997787,castanea,castanea,Correct
43,castanea/Fag.C.satX400wF(784)(0)D-11.png,2,2,0.99862254,castanea,castanea,Correct
44,castanea/Fag.C.satX400wF(786)(0)F-10.png,2,2,0.9999136,castanea,castanea,Correct
45,castanea/Fag.C.satX400wF(786)(0)F-2.png,2,2,0.99994206,castanea,castanea,Correct
46,castanea/Fag.C.satX400wF(792)(781)G-18.png,2,2,0.99998236,castanea,castanea,Correct
47,castanea/Fag.C.satX400wF(792)(781)G-20.png,2,2,0.99998486,castanea,castanea,Correct
